record_id,country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct,data_source_notes
1,United States,USA,North America,High Income,2020,1,2020-Q1,Technology & Software,0.382,63514,0.83,0.0406,0.0348,-0.0058,32,0.311,0.28,0.275,52,6.4,0.28,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4104,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Manufacturing & Industry,0.723,58818,0.903,0.2107,0.1367,-0.074,269,0.493,0.29,0.321,66,7.0,0.78,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4105,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Retail & E-Commerce,0.7,58818,0.886,0.1638,0.1488,-0.015,216,0.486,0.54,0.607,71,7.9,0.719,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4106,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Education & Research,0.254,58818,0.883,0.0694,0.0502,-0.0192,16,0.53,0.58,0.571,77,7.5,0.213,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4107,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Transportation & Logistics,0.69,58818,0.883,0.1516,0.1128,-0.0388,145,0.484,0.22,0.238,74,7.5,0.709,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4108,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Media & Communications,0.567,58818,0.894,0.1268,0.0933,-0.0335,132,0.524,0.46,0.47,71,6.3,0.552,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4109,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Administrative & Clerical,0.75,58818,0.913,0.2063,0.1705,-0.0358,506,0.496,0.79,0.95,73,7.1,0.636,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4110,Netherlands,NLD,Europe,High Income,2025,1,2025-Q1,Energy & Utilities,0.432,58818,0.91,0.0952,0.0752,-0.02,63,0.471,0.26,0.256,65,7.2,0.372,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4111,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Technology & Software,0.392,58587,0.888,0.132,0.0925,-0.0395,171,0.498,0.28,0.293,72,6.9,0.281,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4112,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Finance & Banking,0.591,58587,0.907,0.159,0.1066,-0.0524,152,0.482,0.48,0.514,78,6.9,0.617,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4113,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Healthcare & Life Sciences,0.223,58587,0.9,0.05,0.0364,-0.0136,23,0.509,0.72,0.783,65,7.0,0.163,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4114,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Manufacturing & Industry,0.755,58587,0.894,0.2034,0.1571,-0.0463,177,0.512,0.29,0.296,59,7.9,0.691,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4115,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Retail & E-Commerce,0.71,58587,0.911,0.1455,0.1058,-0.0397,140,0.475,0.54,0.602,73,7.5,0.742,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4116,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Education & Research,0.27,58587,0.896,0.0706,0.0549,-0.0157,29,0.475,0.58,0.607,73,8.0,0.228,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4117,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Transportation & Logistics,0.71,58587,0.913,0.1809,0.1125,-0.0684,218,0.513,0.22,0.249,75,6.6,0.705,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4118,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Media & Communications,0.581,58587,0.946,0.1378,0.1202,-0.0176,165,0.444,0.46,0.507,80,8.4,0.578,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4119,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Administrative & Clerical,0.798,58587,0.912,0.2182,0.1863,-0.0319,466,0.5,0.79,0.95,82,7.2,0.642,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4120,Netherlands,NLD,Europe,High Income,2025,2,2025-Q2,Energy & Utilities,0.472,58587,0.893,0.1023,0.0648,-0.0375,94,0.476,0.26,0.286,61,7.8,0.42,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4121,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Technology & Software,0.398,58470,0.914,0.1118,0.0994,-0.0124,116,0.492,0.28,0.272,71,7.2,0.315,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4122,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Finance & Banking,0.613,58470,0.913,0.1377,0.1072,-0.0305,218,0.482,0.48,0.472,60,7.2,0.647,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4123,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Healthcare & Life Sciences,0.222,58470,0.891,0.0558,0.051,-0.0048,29,0.435,0.72,0.807,83,7.4,0.159,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4124,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Manufacturing & Industry,0.752,58470,0.901,0.1604,0.102,-0.0584,205,0.469,0.29,0.311,58,7.1,0.645,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4125,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Retail & E-Commerce,0.687,58470,0.931,0.1978,0.1819,-0.0159,152,0.51,0.54,0.55,80,7.4,0.584,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4126,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Education & Research,0.28,58470,0.931,0.0684,0.046,-0.0224,32,0.473,0.58,0.574,77,7.0,0.286,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4127,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Transportation & Logistics,0.667,58470,0.9,0.1677,0.1573,-0.0104,245,0.47,0.22,0.244,74,7.5,0.693,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4128,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Media & Communications,0.567,58470,0.883,0.1231,0.0732,-0.0499,88,0.503,0.46,0.506,65,6.4,0.405,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4129,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Administrative & Clerical,0.797,58470,0.918,0.2759,0.2546,-0.0213,521,0.454,0.79,0.95,83,7.8,0.599,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4130,Netherlands,NLD,Europe,High Income,2025,3,2025-Q3,Energy & Utilities,0.469,58470,0.908,0.0869,0.0711,-0.0158,96,0.523,0.26,0.262,71,7.6,0.462,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4131,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Technology & Software,0.374,58050,0.9,0.1273,0.1182,-0.0091,118,0.461,0.28,0.276,79,7.3,0.378,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4132,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Finance & Banking,0.576,58050,0.889,0.1469,0.1218,-0.0251,240,0.47,0.48,0.468,66,8.1,0.597,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4133,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Healthcare & Life Sciences,0.218,58050,0.894,0.0534,0.0425,-0.0109,36,0.452,0.72,0.796,77,7.8,0.221,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4134,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Manufacturing & Industry,0.713,58050,0.908,0.2159,0.207,-0.0089,222,0.506,0.29,0.306,81,7.9,0.711,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4135,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Retail & E-Commerce,0.655,58050,0.872,0.1523,0.1319,-0.0204,241,0.48,0.54,0.547,86,7.2,0.685,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4136,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Education & Research,0.288,58050,0.909,0.072,0.0528,-0.0192,23,0.538,0.58,0.645,60,7.2,0.282,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4137,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Transportation & Logistics,0.672,58050,0.913,0.1611,0.1395,-0.0216,214,0.477,0.22,0.222,66,7.4,0.511,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4138,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Media & Communications,0.542,58050,0.895,0.1465,0.0841,-0.0624,151,0.454,0.46,0.471,80,7.2,0.48,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4139,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Administrative & Clerical,0.781,58050,0.898,0.2099,0.14,-0.0699,339,0.531,0.79,0.95,66,7.1,0.821,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4140,Netherlands,NLD,Europe,High Income,2025,4,2025-Q4,Energy & Utilities,0.432,58050,0.909,0.1163,0.0744,-0.0419,46,0.45,0.26,0.258,74,8.0,0.345,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4141,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Technology & Software,0.381,58878,0.939,0.129,0.0818,-0.0472,202,0.493,0.28,0.279,72,7.7,0.394,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4142,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Finance & Banking,0.591,58878,0.898,0.1394,0.0849,-0.0545,291,0.478,0.48,0.475,89,8.1,0.607,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4143,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Healthcare & Life Sciences,0.22,58878,0.904,0.0646,0.0628,-0.0018,36,0.538,0.72,0.732,89,7.2,0.187,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4144,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Manufacturing & Industry,0.747,58878,0.925,0.1904,0.1843,-0.0061,194,0.506,0.29,0.308,69,7.5,0.706,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4145,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Retail & E-Commerce,0.666,58878,0.893,0.1921,0.1314,-0.0607,199,0.58,0.54,0.605,75,7.7,0.704,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4146,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Education & Research,0.299,58878,0.905,0.0658,0.056,-0.0098,37,0.483,0.58,0.604,69,7.8,0.202,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4147,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Transportation & Logistics,0.652,58878,0.902,0.1705,0.1389,-0.0316,248,0.498,0.22,0.223,82,7.6,0.67,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4148,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Media & Communications,0.559,58878,0.922,0.137,0.0978,-0.0392,167,0.479,0.46,0.474,82,6.7,0.591,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4149,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Administrative & Clerical,0.766,58878,0.885,0.2667,0.2009,-0.0658,374,0.536,0.79,0.95,75,7.7,0.568,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4150,Netherlands,NLD,Europe,High Income,2026,1,2026-Q1,Energy & Utilities,0.447,58878,0.921,0.1297,0.1068,-0.0229,56,0.548,0.26,0.286,69,7.5,0.408,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4151,Netherlands,NLD,Europe,High Income,2026,2,2026-Q2,Technology & Software,0.39,58961,0.901,0.14,0.1314,-0.0086,123,0.497,0.28,0.279,92,7.7,0.36,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4152,Netherlands,NLD,Europe,High Income,2026,2,2026-Q2,Finance & Banking,0.594,58961,0.915,0.1495,0.1244,-0.0251,220,0.585,0.48,0.503,65,8.1,0.614,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4153,Netherlands,NLD,Europe,High Income,2026,2,2026-Q2,Healthcare & Life Sciences,0.219,58961,0.92,0.0473,0.029,-0.0183,27,0.522,0.72,0.769,90,7.7,0.194,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
4154,Netherlands,NLD,Europe,High Income,2026,2,2026-Q2,Manufacturing & Industry,0.726,58961,0.919,0.1856,0.1337,-0.0519,352,0.5,0.29,0.299,85,7.4,0.562,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
